,CPU_A,RAM_A,CPU_B,RAM_B,CPU_C,RAM_C
16235,0.89,0.3,0.48,0.7,0.46,0.5
16236,0.85,0.5,0.54,0.6,0.15,0.5
16237,0.71,0.5,0.27,0.4,0.28,0.4
16238,0.74,0.5,0.94,0.3,0.83,0.7
16239,0.89,0.5,0.68,0.5,0.79,0.7
16240,0.69,0.6,0.11,0.6,0.72,0.5
16241,0.69,0.4,0.59,0.8,0.27,0.7
16242,0.9,0.8,0.94,0.6,0.92,0.5
16243,0.85,0.4,0.7,0.7,0.42,0.6
16244,0.63,0.8,0.35,0.6,0.58,0.7
16245,0.84,0.6,0.59,0.7,0.12,0.8
16246,0.78,0.7,0.1,0.8,0.56,0.7
16247,0.29,0.8,0.67,0.8,0.82,0.4
16248,0.95,0.4,0.25,0.4,0.78,0.5
16249,0.45,0.5,0.14,0.3,0.87,0.6
16250,0.69,0.4,0.4,0.7,0.3,0.6
16251,0.55,0.5,0.76,0.7,0.69,0.4
16252,0.46,0.5,0.81,0.5,0.75,0.7
16253,0.89,0.5,0.86,0.5,0.7,0.7
16254,0.4,0.6,0.21,0.4,0.19,0.7
16255,0.17,0.8,0.27,0.4,0.74,0.6
16256,0.46,0.8,0.92,0.6,0.45,0.5
16257,0.87,0.4,0.33,0.4,0.69,0.3
16258,0.43,0.6,0.67,0.5,0.53,0.8
16259,0.92,0.5,0.96,0.4,0.31,0.5
16260,0.7,0.5,0.7,0.7,0.15,0.8
16261,0.2,0.4,0.68,0.7,0.68,0.4
16262,0.49,0.7,0.96,0.5,0.27,0.5
16263,0.72,0.7,0.1,0.6,0.73,0.3
16264,0.28,0.4,0.66,0.6,0.83,0.6
16265,0.22,0.7,0.78,0.7,0.2,0.7
16266,0.78,0.4,0.87,0.8,0.77,0.6
16267,0.23,0.4,0.75,0.6,0.78,0.4
16268,0.8,0.7,0.21,0.5,0.84,0.4
16269,0.58,0.5,0.55,0.7,0.49,0.5
16270,0.84,0.7,0.62,0.6,0.68,0.6
16271,0.73,0.7,0.33,0.8,0.68,0.5
16272,0.55,0.6,0.57,0.5,0.51,0.7
16273,0.69,0.7,0.74,0.7,0.51,0.3
16274,0.93,0.5,0.51,0.3,0.67,0.5
16275,0.29,0.4,0.47,0.3,0.74,0.6
16276,0.37,0.6,0.92,0.6,0.41,0.8
16277,0.45,0.3,0.41,0.8,0.85,0.7
16278,0.29,0.4,0.42,0.4,0.3,0.3
16279,0.27,0.4,0.35,0.3,0.79,0.4
16280,0.44,0.3,0.71,0.8,0.7,0.4
16281,0.62,0.3,0.15,0.4,0.39,0.4
16282,0.72,0.4,0.65,0.5,0.75,0.4
16283,0.77,0.5,0.31,0.7,0.67,0.6
16284,0.48,0.6,0.41,0.5,0.95,0.4
16285,0.66,0.6,0.91,0.7,0.85,0.8
16286,0.96,0.7,0.78,0.6,0.67,0.6
16287,0.23,0.7,0.94,0.6,0.11,0.8
16288,0.5,0.6,0.78,0.5,0.71,0.5
16289,0.33,0.4,0.24,0.6,0.81,0.6
16290,0.36,0.8,0.37,0.6,0.21,0.6
16291,0.35,0.5,0.96,0.5,0.7,0.6
16292,0.4,0.6,0.42,0.7,0.85,0.3
16293,0.25,0.7,0.44,0.6,0.28,0.7
16294,0.26,0.4,0.62,0.6,0.55,0.5
16295,0.29,0.6,0.41,0.3,0.73,0.5
16296,0.55,0.7,0.96,0.7,0.94,0.8
16297,0.14,0.6,0.38,0.3,0.82,0.6
16298,0.75,0.7,0.19,0.7,0.3,0.6
16299,0.52,0.6,0.71,0.8,0.14,0.4
16300,0.3,0.5,0.91,0.8,0.51,0.7
16301,0.81,0.7,0.51,0.5,0.43,0.5
16302,0.69,0.7,0.56,0.6,0.18,0.7
16303,0.84,0.3,0.29,0.7,0.34,0.5
16304,0.14,0.3,0.13,0.8,0.28,0.5
16305,0.4,0.5,0.34,0.5,0.27,0.5
16306,0.64,0.5,0.11,0.5,0.9,0.4
16307,0.33,0.5,0.5,0.6,0.92,0.3
16308,0.11,0.7,0.21,0.3,0.27,0.6
16309,0.71,0.6,0.22,0.7,0.47,0.8
16310,0.8,0.6,0.63,0.3,0.92,0.5
16311,0.39,0.5,0.42,0.6,0.37,0.3
16312,0.53,0.3,0.64,0.8,0.34,0.6
16313,0.47,0.6,0.88,0.8,0.67,0.6
16314,0.76,0.4,0.14,0.6,0.58,0.6
16315,0.63,0.6,0.8,0.5,0.89,0.7
16316,0.96,0.6,0.93,0.7,0.91,0.7
16317,0.47,0.7,0.43,0.5,0.83,0.6
16318,0.56,0.6,0.63,0.7,0.62,0.4
16319,0.2,0.4,0.81,0.4,0.93,0.6
16320,0.27,0.4,0.16,0.4,0.64,0.7
16321,0.87,0.7,0.59,0.5,0.85,0.7
16322,0.54,0.6,0.51,0.8,0.68,0.4
16323,0.89,0.6,0.76,0.7,0.11,0.7
16324,0.78,0.5,0.41,0.7,0.75,0.6
16325,0.78,0.5,0.64,0.5,0.12,0.8
16326,0.71,0.8,0.69,0.5,0.83,0.8
16327,0.36,0.7,0.33,0.4,0.55,0.5
16328,0.26,0.5,0.71,0.4,0.62,0.7
16329,0.3,0.3,0.65,0.6,0.96,0.6
16330,0.55,0.6,0.57,0.5,0.25,0.6
16331,0.84,0.3,0.52,0.3,0.21,0.7
16332,0.4,0.5,0.47,0.6,0.57,0.6
16333,0.64,0.6,0.46,0.6,0.65,0.6
16334,0.78,0.3,0.25,0.8,0.34,0.7
16335,0.89,0.4,0.2,0.4,0.18,0.6
16336,0.24,0.6,0.47,0.7,0.91,0.5
16337,0.85,0.6,0.76,0.7,0.4,0.7
16338,0.63,0.6,0.56,0.3,0.52,0.4
16339,0.47,0.3,0.57,0.8,0.28,0.8
16340,0.8,0.3,0.16,0.5,0.94,0.5
16341,0.89,0.5,0.92,0.5,0.49,0.6
16342,0.46,0.6,0.12,0.6,0.96,0.4
16343,0.66,0.4,0.66,0.5,0.97,0.4
16344,0.5,0.4,0.63,0.5,0.11,0.3
16345,0.64,0.4,0.64,0.7,0.27,0.5
16346,0.5,0.5,0.21,0.4,0.81,0.7
16347,0.74,0.5,0.42,0.4,0.15,0.8
16348,0.28,0.8,0.6,0.7,0.39,0.4
16349,0.17,0.4,0.78,0.4,0.96,0.4
16350,0.92,0.7,0.12,0.3,0.47,0.8
16351,0.81,0.4,0.43,0.4,0.56,0.7
16352,0.5,0.3,0.54,0.8,0.66,0.7
16353,0.4,0.3,0.13,0.7,0.43,0.5
16354,0.16,0.8,0.25,0.4,0.39,0.6
16355,0.29,0.6,0.25,0.4,0.86,0.8
16356,0.2,0.4,0.13,0.8,0.7,0.5
16357,0.49,0.4,0.52,0.6,0.89,0.7
16358,0.34,0.4,0.28,0.7,0.16,0.5
16359,0.74,0.5,0.55,0.3,0.84,0.6
16360,0.15,0.6,0.88,0.8,0.54,0.6
16361,0.44,0.7,0.89,0.4,0.41,0.5
16362,0.17,0.5,0.8,0.5,0.65,0.7
16363,0.12,0.5,0.86,0.4,0.31,0.5
16364,0.29,0.6,0.23,0.7,0.19,0.8
16365,0.81,0.7,0.32,0.3,0.94,0.8
16366,0.63,0.5,0.44,0.3,0.34,0.3
16367,0.89,0.7,0.39,0.4,0.55,0.4
16368,0.87,0.6,0.61,0.4,0.55,0.6
16369,0.89,0.6,0.88,0.4,0.92,0.3
16370,0.15,0.3,0.42,0.7,0.4,0.6
16371,0.85,0.4,0.44,0.6,0.74,0.4
16372,0.68,0.6,0.35,0.8,0.21,0.4
16373,0.64,0.3,0.93,0.6,0.91,0.6
16374,0.17,0.4,0.93,0.5,0.62,0.8
16375,0.83,0.7,0.24,0.7,0.96,0.4
16376,0.93,0.7,0.6,0.7,0.62,0.7
16377,0.53,0.7,0.26,0.7,0.53,0.7
16378,0.15,0.8,0.61,0.4,0.54,0.6
16379,0.68,0.4,0.8,0.5,0.13,0.6
16380,0.23,0.5,0.22,0.4,0.43,0.5
16381,0.91,0.4,0.71,0.8,0.76,0.7
16382,0.17,0.8,0.36,0.4,0.82,0.7
16383,0.27,0.4,0.9,0.7,0.47,0.3
16384,0.7,0.7,0.74,0.5,0.86,0.5
16385,0.68,0.4,0.78,0.5,0.27,0.7
16386,0.92,0.4,0.76,0.6,0.81,0.4
16387,0.32,0.3,0.92,0.8,0.96,0.4
16388,0.68,0.8,0.59,0.7,0.84,0.3
16389,0.35,0.5,0.14,0.4,0.55,0.4
16390,0.34,0.6,0.22,0.5,0.51,0.6
16391,0.33,0.7,0.36,0.5,0.73,0.4
16392,0.46,0.5,0.12,0.4,0.52,0.4
16393,0.13,0.5,0.33,0.5,0.18,0.4
16394,0.14,0.3,0.2,0.7,0.73,0.6
16395,0.32,0.7,0.22,0.8,0.71,0.6
16396,0.43,0.6,0.35,0.7,0.45,0.3
16397,0.72,0.7,0.86,0.4,0.71,0.5
16398,0.17,0.3,0.92,0.4,0.69,0.7
16399,0.16,0.7,0.9,0.5,0.53,0.3
16400,0.93,0.5,0.91,0.7,0.9,0.5
16401,0.19,0.7,0.81,0.7,0.61,0.6
16402,0.35,0.5,0.11,0.7,0.91,0.3
16403,0.66,0.6,0.32,0.4,0.36,0.6
16404,0.27,0.6,0.3,0.7,0.57,0.5
16405,0.75,0.8,0.26,0.3,0.86,0.6
16406,0.59,0.5,0.8,0.8,0.87,0.4
16407,0.35,0.4,0.3,0.4,0.62,0.4
16408,0.31,0.7,0.27,0.5,0.46,0.8
16409,0.18,0.4,0.75,0.5,0.94,0.5
16410,0.87,0.8,0.83,0.5,0.15,0.4
16411,0.7,0.8,0.65,0.7,0.2,0.8
16412,0.3,0.7,0.16,0.4,0.97,0.7
16413,0.68,0.7,0.74,0.7,0.76,0.8
16414,0.92,0.5,0.55,0.7,0.87,0.8
16415,0.9,0.4,0.73,0.6,0.13,0.8
16416,0.77,0.5,0.31,0.5,0.13,0.4
16417,0.15,0.6,0.69,0.7,0.59,0.6
16418,0.66,0.6,0.93,0.6,0.89,0.5
16419,0.29,0.3,0.6,0.5,0.77,0.6
16420,0.7,0.5,0.51,0.3,0.2,0.6
16421,0.2,0.4,0.52,0.4,0.84,0.4
16422,0.77,0.8,0.27,0.5,0.8,0.7
16423,0.12,0.3,0.74,0.5,0.27,0.5
16424,0.74,0.4,0.67,0.6,0.38,0.6
16425,0.12,0.3,0.19,0.4,0.59,0.5
16426,0.9,0.4,0.4,0.5,0.67,0.5
16427,0.66,0.4,0.7,0.4,0.88,0.8
16428,0.83,0.6,0.61,0.3,0.74,0.8
16429,0.84,0.8,0.26,0.8,0.27,0.5
16430,0.23,0.5,0.12,0.7,0.27,0.4
16431,0.95,0.5,0.77,0.8,0.35,0.4
16432,0.94,0.5,0.23,0.6,0.26,0.4
16433,0.96,0.7,0.77,0.3,0.49,0.5
16434,0.5,0.8,0.57,0.3,0.85,0.8
16435,0.1,0.4,0.79,0.5,0.95,0.6
16436,0.87,0.8,0.41,0.7,0.3,0.5
16437,0.49,0.6,0.7,0.7,0.96,0.8
16438,0.91,0.6,0.23,0.3,0.42,0.6
16439,0.67,0.5,0.62,0.4,0.49,0.4
16440,0.67,0.4,0.15,0.3,0.78,0.6
16441,0.28,0.6,0.59,0.7,0.96,0.5
16442,0.93,0.3,0.27,0.7,0.94,0.5
16443,0.4,0.7,0.96,0.6,0.3,0.5
16444,0.31,0.7,0.59,0.8,0.31,0.4
16445,0.37,0.3,0.74,0.7,0.88,0.7
16446,0.16,0.5,0.81,0.6,0.1,0.7
16447,0.65,0.7,0.21,0.3,0.25,0.5
16448,0.91,0.7,0.15,0.7,0.89,0.5
16449,0.55,0.7,0.7,0.7,0.39,0.5
16450,0.65,0.8,0.84,0.6,0.45,0.8
16451,0.78,0.3,0.39,0.7,0.96,0.4
16452,0.91,0.3,0.26,0.5,0.81,0.4
16453,0.66,0.8,0.53,0.8,0.15,0.4
16454,0.29,0.5,0.22,0.5,0.96,0.5
16455,0.22,0.7,0.49,0.7,0.89,0.5
16456,0.17,0.6,0.56,0.5,0.13,0.4
16457,0.81,0.5,0.33,0.7,0.7,0.5
16458,0.41,0.5,0.71,0.7,0.53,0.4
16459,0.75,0.5,0.72,0.3,0.29,0.6
16460,0.26,0.5,0.47,0.7,0.22,0.7
16461,0.16,0.4,0.77,0.8,0.31,0.8
16462,0.68,0.3,0.43,0.7,0.62,0.6
16463,0.48,0.7,0.89,0.5,0.88,0.5
16464,0.8,0.3,0.44,0.7,0.55,0.6
16465,0.76,0.5,0.29,0.4,0.26,0.7
16466,0.69,0.4,0.68,0.6,0.45,0.5
16467,0.48,0.8,0.38,0.7,0.29,0.5
16468,0.86,0.7,0.45,0.8,0.22,0.4
16469,0.37,0.7,0.1,0.5,0.3,0.7
16470,0.42,0.6,0.58,0.4,0.3,0.4
16471,0.59,0.5,0.63,0.7,0.75,0.6
16472,0.14,0.8,0.95,0.5,0.34,0.6
16473,0.67,0.7,0.26,0.8,0.39,0.3
16474,0.35,0.3,0.92,0.3,0.15,0.5
16475,0.6,0.3,0.7,0.6,0.37,0.5
16476,0.96,0.7,0.5,0.5,0.18,0.6
16477,0.85,0.6,0.24,0.5,0.37,0.5
16478,0.13,0.5,0.92,0.4,0.74,0.7
16479,0.52,0.5,0.58,0.3,0.75,0.7
16480,0.23,0.8,0.27,0.4,0.46,0.6
16481,0.68,0.6,0.81,0.5,0.38,0.8
16482,0.22,0.4,0.32,0.7,0.65,0.8
16483,0.71,0.6,0.15,0.5,0.64,0.7
16484,0.23,0.7,0.82,0.5,0.38,0.5
16485,0.4,0.6,0.92,0.6,0.65,0.5
16486,0.64,0.5,0.86,0.7,0.28,0.6
16487,0.88,0.8,0.9,0.5,0.58,0.6
16488,0.66,0.7,0.52,0.5,0.9,0.6
16489,0.66,0.7,0.43,0.7,0.6,0.5
16490,0.16,0.8,0.29,0.5,0.27,0.5
16491,0.1,0.7,0.26,0.4,0.26,0.7
16492,0.41,0.7,0.92,0.5,0.88,0.4
16493,0.63,0.4,0.77,0.6,0.29,0.3
16494,0.47,0.7,0.25,0.5,0.47,0.5
16495,0.65,0.6,0.71,0.5,0.8,0.6
16496,0.37,0.7,0.53,0.3,0.31,0.8
16497,0.42,0.4,0.77,0.6,0.95,0.6
16498,0.43,0.5,0.65,0.7,0.26,0.4
16499,0.75,0.7,0.14,0.7,0.36,0.7
16500,0.58,0.3,0.33,0.8,0.38,0.3
16501,0.57,0.6,0.22,0.5,0.32,0.5
16502,0.66,0.5,0.62,0.3,0.39,0.4
16503,0.59,0.6,0.46,0.5,0.29,0.6
16504,0.41,0.4,0.27,0.5,0.5,0.4
16505,0.9,0.4,0.56,0.4,0.16,0.6
16506,0.7,0.3,0.18,0.7,0.8,0.7
16507,0.58,0.6,0.48,0.6,0.11,0.4
16508,0.62,0.7,0.57,0.4,0.18,0.3
16509,0.79,0.4,0.85,0.5,0.36,0.4
16510,0.22,0.5,0.73,0.7,0.5,0.4
16511,0.71,0.7,0.42,0.5,0.43,0.5
16512,0.73,0.7,0.48,0.5,0.24,0.4
16513,0.44,0.3,0.11,0.4,0.43,0.3
16514,0.15,0.5,0.29,0.7,0.87,0.5
16515,0.37,0.3,0.25,0.3,0.14,0.5
16516,0.12,0.4,0.37,0.4,0.58,0.8
16517,0.77,0.5,0.63,0.6,0.77,0.6
16518,0.25,0.6,0.83,0.7,0.39,0.3
16519,0.61,0.3,0.6,0.5,0.23,0.8
16520,0.8,0.4,0.81,0.6,0.96,0.4
16521,0.49,0.3,0.11,0.4,0.6,0.6
16522,0.11,0.6,0.47,0.8,0.3,0.3
16523,0.78,0.3,0.84,0.5,0.15,0.5
16524,0.57,0.4,0.32,0.6,0.1,0.7
16525,0.8,0.5,0.46,0.4,0.88,0.7
16526,0.82,0.5,0.92,0.7,0.31,0.6
16527,0.76,0.7,0.81,0.7,0.21,0.5
16528,0.51,0.6,0.93,0.7,0.35,0.7
16529,0.35,0.6,0.17,0.4,0.65,0.7
16530,0.57,0.7,0.91,0.3,0.9,0.7
16531,0.15,0.7,0.74,0.6,0.94,0.4
16532,0.18,0.6,0.21,0.5,0.27,0.4
16533,0.27,0.6,0.33,0.5,0.21,0.5
16534,0.67,0.5,0.27,0.4,0.69,0.5
16535,0.32,0.5,0.32,0.7,0.69,0.7
16536,0.28,0.7,0.96,0.6,0.95,0.5
16537,0.94,0.5,0.63,0.7,0.86,0.7
16538,0.26,0.5,0.89,0.5,0.28,0.5
16539,0.69,0.5,0.28,0.6,0.26,0.7
16540,0.95,0.7,0.49,0.4,0.6,0.4
16541,0.76,0.5,0.8,0.4,0.8,0.7
16542,0.26,0.8,0.27,0.5,0.75,0.6
16543,0.48,0.7,0.21,0.5,0.75,0.4
16544,0.58,0.4,0.41,0.3,0.86,0.4
16545,0.91,0.4,0.66,0.7,0.71,0.6
16546,0.47,0.3,0.67,0.7,0.16,0.4
16547,0.61,0.5,0.71,0.7,0.44,0.4
16548,0.21,0.7,0.39,0.4,0.78,0.4
16549,0.39,0.5,0.65,0.7,0.37,0.3
16550,0.14,0.4,0.49,0.5,0.6,0.7
16551,0.41,0.3,0.78,0.3,0.39,0.7
16552,0.78,0.5,0.6,0.3,0.51,0.5
16553,0.57,0.3,0.55,0.3,0.21,0.6
16554,0.53,0.7,0.72,0.7,0.58,0.4
16555,0.19,0.8,0.1,0.4,0.74,0.4
16556,0.32,0.4,0.78,0.4,0.14,0.8
16557,0.28,0.3,0.7,0.5,0.53,0.7
16558,0.43,0.6,0.47,0.3,0.67,0.4
16559,0.3,0.3,0.71,0.5,0.77,0.3
16560,0.74,0.8,0.52,0.6,0.32,0.4
16561,0.71,0.6,0.9,0.4,0.61,0.3
16562,0.23,0.4,0.94,0.7,0.62,0.8
16563,0.43,0.5,0.97,0.4,0.95,0.4
16564,0.87,0.5,0.28,0.4,0.55,0.8
16565,0.17,0.5,0.96,0.6,0.51,0.7
16566,0.87,0.5,0.35,0.4,0.62,0.4
16567,0.15,0.4,0.6,0.3,0.68,0.5
16568,0.3,0.6,0.16,0.6,0.39,0.6
16569,0.48,0.6,0.93,0.4,0.88,0.4
16570,0.72,0.6,0.79,0.7,0.2,0.6
16571,0.14,0.5,0.3,0.7,0.26,0.3
16572,0.53,0.6,0.9,0.8,0.79,0.4
16573,0.93,0.8,0.16,0.7,0.72,0.5
16574,0.23,0.6,0.69,0.4,0.48,0.3
16575,0.56,0.7,0.59,0.8,0.14,0.4
16576,0.86,0.6,0.49,0.4,0.13,0.5
16577,0.76,0.5,0.84,0.6,0.13,0.7
16578,0.84,0.4,0.18,0.5,0.42,0.6
16579,0.17,0.4,0.24,0.4,0.87,0.5
16580,0.67,0.6,0.75,0.4,0.34,0.4
16581,0.47,0.3,0.64,0.5,0.81,0.3
16582,0.93,0.7,0.34,0.8,0.33,0.6
16583,0.83,0.7,0.58,0.5,0.77,0.8
16584,0.53,0.5,0.88,0.7,0.21,0.5
16585,0.49,0.7,0.85,0.4,0.16,0.5
16586,0.15,0.6,0.51,0.7,0.12,0.5
16587,0.18,0.6,0.38,0.5,0.46,0.3
16588,0.18,0.5,0.95,0.8,0.11,0.8
16589,0.59,0.7,0.26,0.8,0.53,0.8
16590,0.43,0.4,0.86,0.7,0.45,0.4
16591,0.17,0.4,0.43,0.8,0.48,0.5
16592,0.65,0.5,0.8,0.7,0.38,0.7
16593,0.88,0.5,0.9,0.5,0.47,0.7
16594,0.29,0.6,0.35,0.3,0.91,0.4
16595,0.12,0.5,0.82,0.7,0.28,0.7
16596,0.18,0.5,0.75,0.8,0.74,0.7
16597,0.32,0.4,0.8,0.3,0.91,0.6
16598,0.48,0.4,0.28,0.3,0.81,0.6
16599,0.23,0.5,0.64,0.4,0.19,0.7
16600,0.66,0.7,0.88,0.7,0.69,0.7
16601,0.74,0.4,0.57,0.7,0.93,0.5
16602,0.84,0.8,0.19,0.5,0.26,0.7
16603,0.38,0.8,0.32,0.7,0.74,0.3
16604,0.72,0.3,0.82,0.5,0.56,0.6
16605,0.26,0.3,0.3,0.5,0.16,0.4
16606,0.65,0.6,0.85,0.5,0.68,0.3
16607,0.87,0.8,0.4,0.6,0.26,0.4
16608,0.31,0.7,0.69,0.7,0.47,0.3
16609,0.35,0.6,0.11,0.3,0.8,0.6
16610,0.9,0.8,0.92,0.6,0.66,0.4
16611,0.26,0.8,0.83,0.4,0.28,0.3
16612,0.71,0.7,0.49,0.4,0.18,0.7
16613,0.79,0.6,0.44,0.8,0.16,0.5
16614,0.79,0.4,0.63,0.4,0.28,0.3
16615,0.65,0.8,0.63,0.8,0.9,0.6
16616,0.33,0.6,0.27,0.4,0.25,0.7
16617,0.48,0.7,0.86,0.4,0.51,0.5
16618,0.2,0.4,0.31,0.7,0.6,0.6
16619,0.82,0.4,0.39,0.5,0.39,0.5
16620,0.69,0.5,0.5,0.6,0.51,0.8
16621,0.86,0.7,0.87,0.3,0.29,0.5
16622,0.58,0.6,0.66,0.5,0.91,0.6
16623,0.2,0.5,0.3,0.7,0.51,0.6
16624,0.31,0.5,0.22,0.6,0.77,0.4
16625,0.55,0.4,0.82,0.4,0.51,0.8
16626,0.63,0.6,0.86,0.4,0.26,0.6
16627,0.8,0.5,0.51,0.5,0.33,0.7
16628,0.57,0.4,0.78,0.4,0.97,0.8
16629,0.18,0.4,0.21,0.5,0.94,0.4
16630,0.91,0.8,0.36,0.8,0.58,0.4
16631,0.15,0.5,0.97,0.6,0.58,0.3
16632,0.58,0.6,0.89,0.4,0.79,0.5
16633,0.44,0.6,0.53,0.4,0.63,0.4
16634,0.66,0.7,0.7,0.7,0.95,0.7
16635,0.58,0.5,0.63,0.6,0.69,0.7
16636,0.32,0.8,0.94,0.4,0.23,0.8
16637,0.72,0.4,0.31,0.3,0.12,0.5
16638,0.58,0.4,0.33,0.5,0.61,0.5
16639,0.95,0.6,0.93,0.3,0.35,0.4
16640,0.19,0.7,0.52,0.5,0.79,0.8
16641,0.25,0.4,0.34,0.6,0.65,0.4
16642,0.41,0.8,0.45,0.5,0.55,0.6
16643,0.63,0.5,0.27,0.6,0.68,0.4
16644,0.96,0.7,0.67,0.7,0.86,0.6
16645,0.65,0.4,0.94,0.6,0.48,0.7
16646,0.56,0.5,0.7,0.3,0.93,0.5
16647,0.62,0.7,0.9,0.6,0.11,0.6
16648,0.95,0.6,0.96,0.4,0.75,0.7
16649,0.86,0.3,0.36,0.5,0.61,0.3
16650,0.94,0.7,0.63,0.4,0.46,0.7
16651,0.96,0.7,0.54,0.5,0.25,0.3
16652,0.77,0.4,0.67,0.5,0.18,0.6
16653,0.89,0.3,0.89,0.8,0.74,0.6
16654,0.36,0.6,0.48,0.6,0.74,0.4
16655,0.12,0.7,0.11,0.6,0.87,0.6
16656,0.14,0.4,0.82,0.7,0.78,0.7
16657,0.79,0.8,0.72,0.5,0.39,0.4
16658,0.62,0.5,0.5,0.3,0.34,0.4
16659,0.33,0.6,0.41,0.4,0.71,0.6
16660,0.45,0.5,0.38,0.7,0.19,0.3
16661,0.26,0.8,0.9,0.8,0.42,0.4
16662,0.22,0.6,0.61,0.4,0.76,0.3
16663,0.35,0.5,0.78,0.5,0.78,0.6
16664,0.8,0.4,0.55,0.5,0.11,0.4
16665,0.66,0.4,0.67,0.5,0.41,0.3
16666,0.1,0.7,0.4,0.7,0.83,0.5
16667,0.89,0.3,0.57,0.8,0.51,0.5
16668,0.54,0.4,0.92,0.4,0.64,0.8
16669,0.73,0.7,0.65,0.3,0.81,0.4
16670,0.14,0.5,0.42,0.7,0.89,0.4
16671,0.26,0.5,0.49,0.3,0.37,0.7
16672,0.76,0.3,0.77,0.6,0.49,0.5
16673,0.33,0.3,0.39,0.6,0.3,0.8
16674,0.54,0.5,0.44,0.5,0.74,0.6
16675,0.33,0.4,0.18,0.4,0.92,0.7
16676,0.5,0.6,0.86,0.5,0.23,0.7
16677,0.78,0.5,0.35,0.7,0.77,0.3
16678,0.84,0.8,0.75,0.8,0.45,0.7
16679,0.41,0.5,0.67,0.7,0.56,0.6
16680,0.88,0.4,0.62,0.5,0.6,0.7
16681,0.24,0.6,0.79,0.7,0.2,0.3
16682,0.44,0.4,0.83,0.5,0.27,0.6
16683,0.69,0.7,0.54,0.4,0.87,0.7
16684,0.33,0.7,0.35,0.4,0.64,0.4
16685,0.86,0.4,0.12,0.3,0.93,0.7
16686,0.6,0.3,0.28,0.4,0.18,0.4
16687,0.92,0.8,0.45,0.6,0.29,0.3
16688,0.73,0.7,0.88,0.8,0.27,0.5
16689,0.53,0.6,0.34,0.4,0.32,0.7
16690,0.49,0.5,0.36,0.7,0.46,0.5
16691,0.19,0.6,0.94,0.3,0.46,0.3
16692,0.93,0.6,0.12,0.6,0.21,0.8
16693,0.23,0.6,0.69,0.7,0.96,0.4
16694,0.44,0.6,0.96,0.6,0.25,0.7
16695,0.3,0.4,0.74,0.4,0.29,0.3
16696,0.71,0.5,0.76,0.8,0.5,0.3
16697,0.72,0.4,0.29,0.4,0.54,0.4
16698,0.94,0.4,0.37,0.7,0.94,0.5
16699,0.29,0.5,0.94,0.5,0.72,0.8
16700,0.92,0.7,0.59,0.4,0.6,0.4
16701,0.6,0.8,0.84,0.7,0.46,0.6
16702,0.14,0.5,0.22,0.6,0.75,0.6
16703,0.57,0.8,0.13,0.5,0.13,0.7
16704,0.32,0.4,0.53,0.4,0.74,0.6
16705,0.83,0.4,0.71,0.5,0.92,0.6
16706,0.12,0.8,0.75,0.8,0.78,0.5
16707,0.67,0.5,0.74,0.8,0.51,0.7
16708,0.7,0.5,0.42,0.5,0.24,0.4
16709,0.15,0.4,0.26,0.5,0.28,0.7
16710,0.79,0.8,0.27,0.4,0.72,0.6
16711,0.89,0.7,0.15,0.7,0.32,0.6
16712,0.69,0.4,0.66,0.4,0.6,0.6
16713,0.49,0.5,0.63,0.4,0.7,0.6
16714,0.81,0.7,0.7,0.7,0.52,0.5
16715,0.45,0.4,0.46,0.4,0.56,0.8
16716,0.51,0.7,0.43,0.6,0.55,0.5
16717,0.88,0.5,0.92,0.6,0.14,0.4
16718,0.47,0.3,0.91,0.7,0.43,0.5
16719,0.42,0.7,0.65,0.5,0.5,0.6
16720,0.41,0.4,0.88,0.8,0.85,0.8
16721,0.32,0.4,0.82,0.3,0.51,0.6
16722,0.3,0.4,0.88,0.7,0.71,0.6
16723,0.8,0.6,0.65,0.4,0.18,0.4
16724,0.6,0.4,0.18,0.7,0.66,0.8
16725,0.82,0.4,0.93,0.7,0.92,0.4
16726,0.48,0.3,0.21,0.7,0.72,0.7
16727,0.32,0.5,0.48,0.5,0.54,0.6
16728,0.77,0.3,0.71,0.6,0.21,0.3
16729,0.4,0.5,0.23,0.5,0.73,0.7
16730,0.47,0.8,0.8,0.7,0.47,0.4
16731,0.69,0.4,0.14,0.7,0.77,0.8
16732,0.68,0.7,0.37,0.7,0.84,0.4
16733,0.94,0.5,0.13,0.4,0.16,0.5
16734,0.59,0.3,0.88,0.5,0.25,0.8
16735,0.94,0.7,0.96,0.6,0.59,0.4
16736,0.61,0.8,0.5,0.6,0.25,0.8
16737,0.7,0.3,0.29,0.5,0.69,0.4
16738,0.17,0.5,0.13,0.4,0.38,0.3
16739,0.17,0.6,0.24,0.5,0.48,0.3
16740,0.81,0.4,0.72,0.3,0.6,0.6
16741,0.4,0.7,0.53,0.8,0.44,0.7
16742,0.42,0.6,0.35,0.7,0.11,0.5
16743,0.75,0.8,0.13,0.4,0.85,0.6
16744,0.35,0.4,0.35,0.5,0.8,0.5
16745,0.66,0.4,0.55,0.6,0.57,0.7
16746,0.9,0.5,0.53,0.7,0.19,0.6
16747,0.53,0.5,0.94,0.5,0.92,0.6
16748,0.39,0.4,0.91,0.5,0.26,0.6
16749,0.24,0.4,0.8,0.3,0.71,0.8
16750,0.69,0.6,0.5,0.5,0.64,0.8
16751,0.49,0.5,0.6,0.4,0.86,0.7
